"JPEG_File_ID"	"Class_1"	"xleft_1"	"xright_1"	"ybottom_1"	"ytop_1"
1	1	0.362037241458893	0.438398092985153	0.444470405578613	0.570559650659561
2	1	0.520866811275482	0.601749897003174	0.508509337902069	0.641987025737762
3	1	0.538842499256134	0.650622189044952	0.534151762723923	0.656935036182404
4	1	0.43392550945282	0.555424988269806	0.500500112771988	0.646935015916824
5	1	0.555563449859619	0.689808666706085	0.487292587757111	0.657070487737656
6	1	0.46079021692276	0.541992485523224	0.457086801528931	0.576584130525589
7	1	0.556340396404266	0.632760763168335	0.550483554601669	0.670479208230972
8	1	0.43358388543129	0.518785953521729	0.493771195411682	0.639589250087738
9	1	0.572613596916199	0.691087663173676	0.459582090377808	0.611352622509003
10	1	0.408408999443054	0.516420125961304	0.525122761726379	0.711413085460663
11	1	0.435266375541687	0.513436436653137	0.453178346157074	0.569315135478973
12	1	0.540488660335541	0.621709823608398	0.477460920810699	0.599958032369614
13	1	0.577004492282867	0.669647872447968	0.512687116861343	0.651481360197067
14	1	0.292100310325623	0.441693037748337	0.481739044189453	0.661821991205215
15	1	0.529534220695496	0.618937611579895	0.566282749176025	0.715758949518204
16	1	0.620238900184631	0.71835845708847	0.529711127281189	0.697310984134674
17	1	0.413213759660721	0.518963217735291	0.4426349401474	0.614415615797043
18	1	0.552541792392731	0.679429233074188	0.570517033338547	0.708951324224472
19	1	0.407795459032059	0.526200711727142	0.485934555530548	0.626166969537735
20	1	0.322411954402924	0.414609044790268	0.422278702259064	0.554332405328751
21	1	0.425001591444016	0.531168639659882	0.445308446884155	0.587803959846497
22	1	0.363036572933197	0.477320194244385	0.461086809635162	0.589303582906723
23	1	0.395253241062164	0.500242710113525	0.524940520524979	0.667618572711945
24	1	0.611419498920441	0.718833744525909	0.547477960586548	0.718608468770981
25	1	0.445668965578079	0.546898126602173	0.566328972578049	0.728329718112946
26	1	0.575314342975616	0.656614005565643	0.513065218925476	0.652183026075363
27	1	0.598394632339478	0.682813584804535	0.447537004947662	0.5901740193367
28	1	0.547651708126068	0.627085268497467	0.481310606002808	0.605373084545135
29	1	0.488441199064255	0.594240665435791	0.40793251991272	0.577043741941452
30	1	0.334703862667084	0.419972240924835	0.451904773712158	0.58708730340004
31	1	0.503678798675537	0.638844788074493	0.423794269561768	0.60781466960907
32	1	0.455756962299347	0.57424521446228	0.518957376480103	0.660401940345764
33	1	0.358284175395966	0.475722938776016	0.487217664718628	0.661045402288437
34	1	0.539729952812195	0.648297250270844	0.579652488231659	0.766668945550919
35	1	0.555708765983582	0.66455090045929	0.497835397720337	0.632062762975693
36	1	0.54918247461319	0.62962794303894	0.445293426513672	0.565195977687836
37	1	0.595398366451263	0.701498866081238	0.43865829706192	0.606411784887314
38	1	0.529765546321869	0.608901560306549	0.468743681907654	0.59937509894371
39	1	0.564803183078766	0.678913533687592	0.448985397815704	0.616828471422195
40	1	0.40611919760704	0.49261063337326	0.520064145326614	0.662158250808716
41	1	0.431053727865219	0.571939826011658	0.516198933124542	0.6683429479599
42	1	0.59521472454071	0.716451466083527	0.566487044095993	0.719447672367096
43	1	0.62942498922348	0.732953608036041	0.527464777231216	0.702087253332138
44	1	0.354756504297256	0.480607628822327	0.450155675411224	0.624906450510025
45	1	0.590409874916077	0.6695356965065	0.541784793138504	0.658524870872498
46	1	0.4908067882061	0.605508983135223	0.44132399559021	0.582786321640015
47	1	0.406788051128387	0.508081912994385	0.431159794330597	0.593445122241974
48	1	0.43859013915062	0.523173928260803	0.54576513171196	0.675812989473343
49	1	0.605657458305359	0.716711521148682	0.43521636724472	0.592181235551834
50	1	0.353416323661804	0.427834510803223	0.507373094558716	0.634145140647888
51	1	0.413771092891693	0.490265160799026	0.494576871395111	0.625038594007492
52	1	0.439959704875946	0.546585083007812	0.564257383346558	0.725963592529297
53	1	0.498371660709381	0.625347435474396	0.490273177623749	0.635084807872772
54	1	0.508391439914703	0.660451769828796	0.397838294506073	0.582430183887482
55	1	0.410535275936127	0.496228277683258	0.448548555374146	0.573803544044495
56	1	0.310391038656235	0.416244298219681	0.525612026453018	0.654360115528107
57	1	0.316249161958694	0.435297518968582	0.470201134681702	0.658319443464279
58	1	0.323700487613678	0.426225751638412	0.51043900847435	0.627721726894379
59	1	0.564110219478607	0.637412309646606	0.461150228977203	0.589104384183884
60	1	0.523535072803497	0.608980715274811	0.546044379472733	0.680928766727448
61	1	0.462076634168625	0.547136545181274	0.449639916419983	0.581038951873779
62	1	0.371476471424103	0.454963386058807	0.502099424600601	0.647380411624908
63	1	0.541432857513428	0.656363904476166	0.551341384649277	0.681011229753494
64	1	0.527689337730408	0.640466332435608	0.475831270217896	0.613861113786697
65	1	0.370783716440201	0.478798538446426	0.482400059700012	0.608690321445465
66	1	0.292448610067368	0.39687904715538	0.555337965488434	0.734211951494217
67	1	0.495823413133621	0.602963507175446	0.524052560329437	0.700588941574097
68	1	0.608161449432373	0.696768462657928	0.52519017457962	0.675836682319641
69	1	0.463518172502518	0.579909324645996	0.435202300548553	0.576743930578232
70	1	0.515799462795258	0.637789368629456	0.457098186016083	0.634561449289322
71	1	0.420296758413315	0.51088958978653	0.518483728170395	0.671299070119858
72	1	0.56947660446167	0.695456564426422	0.511365175247192	0.660364210605621
73	1	0.615013062953949	0.717031478881836	0.454207420349121	0.61813747882843
74	1	0.345850467681885	0.431795209646225	0.433586359024048	0.570165872573853
75	1	0.451573640108109	0.545349359512329	0.408655285835266	0.569294989109039
76	1	0.492053598165512	0.634070634841919	0.442964851856232	0.603356838226318
77	1	0.406381070613861	0.531676709651947	0.512428134679794	0.67169514298439
78	1	0.573139548301697	0.659381091594696	0.569608807563782	0.701611459255219
79	1	0.531359255313873	0.643939316272736	0.481529533863068	0.626943290233612
80	1	0.445769101381302	0.522880077362061	0.530189365148544	0.653314590454102
81	1	0.562535762786865	0.679332673549652	0.567068696022034	0.735668897628784
82	1	0.48315417766571	0.570013403892517	0.449930310249329	0.589678794145584
83	1	0.396261274814606	0.485774964094162	0.459312260150909	0.615840405225754
84	1	0.383012771606445	0.477730125188828	0.474290370941162	0.638067185878754
85	1	0.375651031732559	0.458817332983017	0.506523281335831	0.629852682352066
86	1	0.312485009431839	0.400357186794281	0.54481703042984	0.68021297454834
87	1	0.468136340379715	0.565730512142181	0.567146420478821	0.695236712694168
88	1	0.503018379211426	0.61883956193924	0.484832584857941	0.64381217956543
89	1	0.578461289405823	0.665237128734589	0.549461007118225	0.664079010486603
90	1	0.543947815895081	0.661605179309845	0.464243471622467	0.600969135761261
91	1	0.594508826732635	0.673718214035034	0.453976213932037	0.589642286300659
92	1	0.366375267505646	0.456493556499481	0.428616881370544	0.579327672719955
93	1	0.41697958111763	0.516120076179504	0.510523319244385	0.656326860189438
94	1	0.530394971370697	0.628993809223175	0.427857339382172	0.569704174995422
95	1	0.340089589357376	0.464208900928497	0.49028217792511	0.646490395069122
96	1	0.427879363298416	0.540711522102356	0.548804551362991	0.685770153999329
97	1	0.510130405426025	0.616719603538513	0.485568463802338	0.606274724006653
98	1	0.375767946243286	0.487486392259598	0.534874945878983	0.715025424957275
99	1	0.580559730529785	0.696619927883148	0.478189289569855	0.618582367897034
100	1	0.435133069753647	0.524573683738708	0.523804634809494	0.654837042093277
